COU,Country,MAREG,Macroregion,MIREG,Microregion,VAR,Variable,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,89.50795,,
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,77.7632,,
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,66.57688,,
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.90045,,
EU28,European Union (28 countries),TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,13.09302,,
EU28,European Union (28 countries),TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,78.47357,,
EU28,European Union (28 countries),TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,24.4659,,
EU28,European Union (28 countries),TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,2.69862,,
EU28,European Union (28 countries),TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0.06653,,
EU28,European Union (28 countries),TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.86109,,
OECD,OECD - Total,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,12.50047,,
OECD,OECD - Total,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,58.66758,,
OECD,OECD - Total,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,25.2344,,
OECD,OECD - Total,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,5.59086,,
OECD,OECD - Total,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0.16947,,
OECD,OECD - Total,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.81527,,
LAC,Latin America and Caribbean,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,17.07659,,
LAC,Latin America and Caribbean,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,87.27133,,
LAC,Latin America and Caribbean,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,54.01748,,
LAC,Latin America and Caribbean,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,12.39338,,
LAC,Latin America and Caribbean,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,1.58583,,
LAC,Latin America and Caribbean,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.78722,,
MENA,Middle East and North Africa,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,55.72103,,
MENA,Middle East and North Africa,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.81098,,
MENA,Middle East and North Africa,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.61665,,
MENA,Middle East and North Africa,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,97.07958,,
MENA,Middle East and North Africa,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,76.33695,,
MENA,Middle East and North Africa,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.84935,,
SSD,South Sudan ,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
SSD,South Sudan ,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
SSD,South Sudan ,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
SSD,South Sudan ,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,46.83591,,
SSD,South Sudan ,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,100,,
SSD,South Sudan ,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
